Area;Regione;Prov;Cap;<= 50_2023_1_NTN;50 -| 85_2023_1_NTN;85 -| 115_2023_1_NTN;115 -| 145_2023_1_NTN;> 145_2023_1_NTN;<= 50_2023_2_NTN;50 -| 85_2023_2_NTN;85 -| 115_2023_2_NTN;115 -| 145_2023_2_NTN;> 145_2023_2_NTN;<= 50_2023_3_NTN;50 -| 85_2023_3_NTN;85 -| 115_2023_3_NTN;115 -| 145_2023_3_NTN;> 145_2023_3_NTN;<= 50_2023_4_NTN;50 -| 85_2023_4_NTN;85 -| 115_2023_4_NTN;115 -| 145_2023_4_NTN;> 145_2023_4_NTN;<= 50_2024_1_NTN;50 -| 85_2024_1_NTN;85 -| 115_2024_1_NTN;115 -| 145_2024_1_NTN;> 145_2024_1_NTN;<= 50_2024_2_NTN;50 -| 85_2024_2_NTN;85 -| 115_2024_2_NTN;115 -| 145_2024_2_NTN;> 145_2024_2_NTN;<= 50_2024_3_NTN;50 -| 85_2024_3_NTN;85 -| 115_2024_3_NTN;115 -| 145_2024_3_NTN;> 145_2024_3_NTN;<= 50_2024_4_NTN;50 -| 85_2024_4_NTN;85 -| 115_2024_4_NTN;115 -| 145_2024_4_NTN;> 145_2024_4_NTN
Sud;Basilicata;PZ;NonCap;56,1;114,6;103,15;92,18;74,76;61,66;133,52;118,66;80,18;60,99;59,24;130,53;90,06;75,25;74,98;68,73;145,74;131,62;95,19;113,87;56,28;106,64;100,04;53,19;63,38;66,78;118,14;100,44;89,76;69,11;79,35;111,74;110,22;73,54;75,92;80,43;141;126,18;85,33;76,46
Sud;Calabria;CS;cap;13,04;35,53;65,06;32,89;26,77;13;33,25;68;30,25;38,65;9;39;47,7;40,55;32,67;6;45,13;51,5;47,25;41,25;8,5;40,28;55,3;25,25;27,5;12;39,13;58,17;39,33;25,17;13;33,5;37,18;37,36;24,83;12,99;84,2;90,03;49,92;43,97
Sud;Calabria;CS;NonCap;282,27;462,04;299,56;194,21;239,74;322,78;551,34;371,18;257,65;252,89;263,45;532,33;343,25;227,89;243,86;403,39;610,49;387,42;264,85;287,3;264,51;441,18;314,82;234,8;236,23;414,17;565,56;366,82;227,8;219,39;305,32;536,72;309,02;225,54;261,75;355,73;594,36;360,15;262,24;296,03
Sud;Calabria;CZ;cap;8,5;41,6;46,25;31,89;20,67;14,81;54,75;46,73;52,41;35,5;13,05;47,07;54,72;38,36;36,05;24,02;56,37;42;44,17;29,83;16,07;49,64;41;49,25;31,83;13;46,01;42,86;40,26;34,11;12,5;48,11;66,75;44,25;48;19,77;80,5;68,47;45,15;27,71
Sud;Calabria;CZ;NonCap;78,67;138,4;100,07;84,5;105,34;127,47;201,9;119,67;91;70,85;118,38;151,92;131,45;91,67;87,91;117,8;195,36;148,7;96,42;90,27;72,18;157,34;128,64;84,76;94,34;88,85;193,96;144,55;94,85;78,13;106,82;173,89;133,55;91,46;69,44;107,25;194,04;146,59;114,39;104,6
Sud;Calabria;KR;cap;8;28;32,32;26,39;13,25;6,24;41,02;39,3;27,77;18,74;8,16;29,75;30,88;25;17,63;14;36,67;38,78;27,5;16,58;9,02;33,78;45,3;36,22;21;6,12;21,75;38,67;32,67;23,13;10;14,67;27,23;32,84;14,05;17;27,7;27,39;30;13,5
Sud;Calabria;KR;NonCap;31,37;59,98;45,32;30,93;22,25;41,05;83,25;45,93;23,13;27,19;37,5;63,43;34,17;22,14;29,62;45,78;70,75;40,28;23,35;47;34,88;61,9;38,08;27,5;17,75;39,43;70,25;28,83;28,1;24,37;39,01;81,25;42,8;25,13;35,34;43;66,68;53,8;18,42;23,75
Sud;Calabria;RC;cap;10,15;63,79;79,67;72,43;52,18;7,77;60,28;84,28;67,74;57,5;10,75;42,08;77,5;61,26;44,25;26,03;76;97,88;62,86;66,61;16,56;62,05;73,97;58,32;65,5;15,69;51;64,87;57,98;60,98;15,33;50,05;57,3;52,64;61,91;19,5;72,25;89,47;76,24;66,03
Sud;Calabria;RC;NonCap;59,07;132,72;101,31;76,55;86,21;57,5;167,27;119,66;91,33;87,43;87,68;179,52;130,03;78,21;94,72;69,4;162,82;133,87;104,8;109,9;62,85;101,78;104,07;91,06;92,93;56,42;146,44;122,55;79,72;88,94;83,67;168,48;117,33;91,55;88,14;91,69;181,69;137,34;102,55;105,05
Sud;Calabria;VV;cap;4;15,75;8;12;4,5;3;15;7,84;15,5;21,29;8;11,5;6,73;20;16,55;;11,5;9;18;11,87;1;13;12,75;12,17;9,11;4;17;13,5;22;9,33;4;11,83;13,61;9,17;7,72;3,1;19,91;15,48;13,5;22,58
Sud;Calabria;VV;NonCap;33,05;83,46;33,15;36,44;45,65;34,83;66,18;57,68;50,93;46,63;44,58;70;44,17;28,78;23,17;66,16;95,77;79,93;47,85;44,9;48,56;79,55;56,36;32,03;35,94;49,68;72,36;49,23;30,93;39,2;48,16;59,67;44,72;33,23;41,27;30,34;77,82;63,3;35,63;40,08
Sud;Campania;AV;cap;4,01;13,25;23,21;27,15;26,81;3;7,03;25,38;29;30,08;2,13;20,12;28,73;18,91;16,92;1,17;14,7;31,81;48,7;37,25;6,11;17,52;29,55;27,54;28,5;3,11;16,66;31,01;32,6;44,17;2;18,07;24,2;19,46;29,77;2,23;19,93;30,01;44,06;26,83
Sud;Campania;AV;NonCap;28,89;101,12;108,39;125,64;140,02;38,3;111,74;120,13;136,94;166,13;37,82;111,02;119,72;125,46;171,41;62,1;140,12;184,49;159,37;192,26;39,12;98,03;122,76;102,79;164,48;54,06;132,09;153,26;144,21;192,99;50,03;126,04;141,41;130,41;150,29;48,88;111,49;152,46;142,98;200,89
Sud;Campania;BN;cap;8;12;42,55;29,48;27,53;6,04;30;41,63;25,47;36,43;9,03;16,33;37,52;20,53;22,27;5,08;28,71;44,94;25;42,92;1;16,17;34,84;39,76;22,48;4;24,35;42,56;38,34;47,25;6,25;19,83;38,47;26,67;38,11;9,98;34,72;44,51;35,41;33,29
Sud;Campania;BN;NonCap;41,39;52,19;40,6;65,13;117,02;45,05;45,14;72,4;58,61;110,05;24,27;44,2;52,78;62,34;104,33;44,09;62,25;68,97;62,44;134,19;31,22;45,65;55,25;57,75;100,43;31,89;66,33;48,4;62,22;119,76;33,34;53,05;53,49;66,41;104,95;46,59;68,84;74,83;96,34;176,94
Sud;Campania;CE;cap;14;25;49,8;42,92;41;11,5;42,23;41;47,43;71;9,67;26,2;29,84;45,04;60;16;26,46;41,66;45,5;68,11;20,07;33,54;46,67;37,83;50,11;18;32,55;42,09;60,73;60,45;8,04;17,5;48;60,33;60,82;10,5;40,51;77,96;66,29;65,45
Sud;Campania;CE;NonCap;144,64;331,05;429,46;392,98;426,14;112,28;285,83;490,43;381,93;435,1;122,83;232,69;383,62;335,33;401,23;141,74;328,82;505,01;416,25;451,69;106,35;285,47;372,22;360,14;375,49;143,51;316,52;460,07;424,6;430,89;106,51;264,27;343,62;353,1;357,61;129,23;364,48;526,4;465,47;507,06
Sud;Campania;NA;cap;338,34;577,98;520,58;296,94;224,38;386,33;628,97;590,08;324,11;245,05;291,88;517,05;431,29;249,17;198,43;362,68;650,71;616,41;309,87;221,96;346,21;544,97;509,97;264,43;209,34;357,43;657,58;597,23;319,63;226,68;272,26;479,86;459,92;238,86;184,87;370,07;639,71;581,72;316,47;217,54
Sud;Campania;NA;NonCap;311,93;716,1;1043,58;683,71;491,65;349,24;747,66;1088,88;744,71;536,37;276,36;597,95;876,52;556,04;492,86;414,54;811,36;1141,09;789,26;604,99;355,73;770,73;924,22;646,47;461,06;437,79;824,39;1090,92;754,44;511,01;330,81;605,96;873,24;578,51;405,88;490,92;863,42;1258,51;817,92;529,73
Sud;Campania;SA;cap;17;78,25;73,7;75,7;42,41;20;90,68;118,97;84,01;56,39;16,41;67,85;73,83;67,62;54,25;19,43;97,5;127,83;96,11;52,42;18,53;67,44;74,66;64,62;50,58;20,31;77,11;98,26;87,9;53,97;12,66;57,53;72,01;74,62;54;12,43;71,67;84,91;68,77;58,84
Sud;Campania;SA;NonCap;167,53;421,43;431,47;350,65;345,21;196,73;485,12;495,27;384,89;346,63;160,41;417,99;435,49;330,33;298,33;192,37;520,27;497,88;430,88;358,27;153,21;415,28;479,27;367,68;299,62;208,25;469,36;507,42;423,58;322,83;160,42;410,4;424,99;358,46;304,9;226,84;587,51;575,52;458,42;403,68
Sud;Molise;CB;cap;7,75;22,5;39,09;39,97;20,5;3;30,79;48,28;31,59;23,34;7;24;35,01;27,5;23;7;45,86;34,97;40,42;22,25;9,6;27,5;41,52;35,5;22,59;8,86;22,61;32;44,27;21,75;6,7;23,52;29,9;32,42;22,17;11;39,51;39;34,25;23,2
Sud;Molise;CB;NonCap;51,76;138,88;98,54;49,07;86,05;60,78;193,34;98,65;64,29;81,58;57,76;174,91;102,36;63,5;76,72;76,28;173,04;115,41;78,88;90,64;55,26;139,64;103,33;80,61;80,94;71,81;180,84;119,84;75,55;71;56,15;159,55;99,08;64,52;82,27;74,39;223,85;151,86;108,66;106,91
Sud;Molise;IS;cap;3;6;5;9;9;2;5;9;11,34;10,99;1,06;6;9;8;9,83;4;6;15;11,44;16,75;1,5;7;12;6;3,33;8;15,49;10;10,67;8;3;4;3;16;13,14;3;12,5;12;7;5,5
Sud;Molise;IS;NonCap;17,33;23,41;31;26,33;36,43;7,52;27,76;28,06;9,67;33,84;16,5;31,51;18,75;21,84;30,53;9;38,45;25,38;20;38,19;9;32,57;31,53;13,53;30,11;18,6;34,22;19,03;18,87;28,25;12;32,52;18,25;23,92;26,17;19,94;57,4;24,9;21,47;37,7
Sud;Puglia;BA;cap;131,45;312,17;274,68;170,55;97,95;159,41;307,12;333,75;205,88;175,89;117,43;244,03;276,3;152,35;98,36;170,81;384,89;318,69;190,22;125,99;150,4;260,2;247,85;156,41;92,31;132,31;339,89;315,49;203,11;100,56;159,57;306,87;297,37;177,84;98,02;266,79;882,84;741,96;365,05;168,55
Sud;Puglia;BA;NonCap;388,69;790,68;952,6;609,08;398,05;353,49;872,86;1055,66;732,64;395,06;342,27;699,44;875,64;528,83;377,27;441,34;989,93;1136,52;732,6;477,85;340,7;740,69;878,33;564,27;359,16;396,81;850,12;995,07;712,5;445,05;319,19;740,67;852,7;589,51;420,03;538,85;1275,73;1530,24;869,82;489,27
Sud;Puglia;BR;cap;18;40,68;71,96;47,94;32,47;10,32;45,22;80,67;58,42;40,12;7,67;52,34;70,29;58,17;22,67;9;66,46;91,09;60,41;36,96;9;53,94;73,05;65,32;23,39;9;49,27;69,59;59,63;44;5,6;36,86;64,73;43,17;30,47;6;49,89;88,24;50,67;38,17
Sud;Puglia;BR;NonCap;127,64;210,39;195,91;169,83;100,57;127,39;259,67;217,31;142,62;134,2;110,9;204,21;200,21;138,78;106,07;123,22;219,63;210,91;155,74;144,73;97,13;203,1;186,01;136,8;119,99;126,19;218,51;219,7;152,29;117,95;82,65;183,3;185,7;138,87;100,22;156,87;206,79;209,19;158,88;129,22
Sud;Puglia;FG;cap;37,57;91,88;119,55;59,22;42,96;29,88;77,22;130,69;60,34;45,01;20,09;67,95;104,08;64,83;43,22;37,22;95,81;110,67;76,08;46,5;33,86;66,31;86,07;64,3;41,44;58,94;104,17;127,76;82,08;52,65;26,28;65,06;119,6;74,08;47,92;30;129,8;130,8;85,64;64,82
Sud;Puglia;FG;NonCap;219,39;357,63;338,33;246,96;124,41;215,93;387,86;306,7;217,15;184,66;202,91;349,53;272,01;197,89;136,22;242,12;476,12;380,93;286,59;180,91;257,59;350,71;301,46;224,38;141,54;213,11;385,02;300,29;235,29;122,16;196,83;359,96;275,9;181,45;115,15;258,82;458,41;386,1;248,23;202,73
Sud;Puglia;LE;cap;30;94,84;101,23;72,8;105,87;17,69;96;101,66;76,06;102,71;16;92;82,81;54,76;73,52;14,63;112,72;112,47;75,64;81,92;20;82,67;89,53;70,2;86,05;21,76;97,93;81,51;67,15;98;12,83;62,83;78,54;56,88;82,45;20,5;111,6;86;64,25;85,72
Sud;Puglia;LE;NonCap;193,08;444,92;370,57;306,56;352,07;193,55;437,57;429,32;301,73;410,88;121,54;355,04;371,24;274,66;355,16;223,37;420,16;421,7;359,78;430,41;162,52;419,39;369,44;310,98;370,69;185,68;454,76;348,41;295,43;386,84;130,52;376,66;353,75;267,46;363,64;198,92;473,27;415,84;325,22;460,15
Sud;Puglia;TA;cap;39;121,58;146,62;121,43;60,17;39,19;142,08;147,28;128,5;55,6;52;115,95;130,57;97,84;74,27;54,61;149,21;171,04;117,56;72,63;59;109,25;138,83;90,11;65,06;39;147;159,02;129,9;80,72;37;117,5;138,96;107,53;78,23;54,88;137,77;158,43;144,13;91,11
Sud;Puglia;TA;NonCap;87,66;230,8;264,64;183,61;164,38;122,4;235,34;281,61;215,17;177,61;91,51;191,01;258,13;179,75;140,34;105,53;240,43;259,12;201,8;180,2;101,05;201,42;218,84;169,52;141,19;72,67;248,61;247,5;185,88;165,41;68,75;214,56;231,22;196,16;151,3;109,48;247,11;283,83;228,5;178,74
Isole;Sardegna;CA;cap;35,56;100,56;98,5;98,09;67,08;26,1;135,85;89,97;77,63;71,5;27;95,36;95,82;94,23;64,68;36,7;121,59;162,71;102,52;87,55;30,96;101,43;113,95;68,47;67,1;42,2;118,52;139,64;108,56;74,09;34,06;104,05;110,54;77,62;66,6;43;154,5;166,97;91,68;83,25
Isole;Sardegna;CA;NonCap;92;424,61;353,1;225,28;299,34;117,6;464,08;330,39;233,26;312,36;101,24;364,11;298,08;202,93;330,81;109,62;462,72;334,32;264,84;354,19;81,6;349,71;312,57;208,09;244,15;98,12;439,45;373,92;256,8;334,73;81,19;354,26;286,54;207,63;282,43;120,41;484,82;363,98;257,28;381,44
Isole;Sardegna;NU;cap;3;14,3;19,97;17;15;4;12,83;13,7;15;11,83;3;10,06;17,24;10,11;10,75;2;10,12;25,08;16;16,17;1;4,83;18,22;6,25;12,5;2;11,72;19,78;16,97;15,33;5;8,2;14,8;10;18,63;6,05;28,05;18,39;18,89;15,84
Isole;Sardegna;NU;NonCap;42,41;153,89;90,18;64,13;67,99;32,65;165,84;107,83;61,26;120,78;30,6;148,03;79,48;48,35;107,1;40,87;206,66;113,84;68,74;117,22;38,83;162,94;91,8;59,03;101,68;46,95;212,87;110,22;58,28;112,38;36,25;136,35;90,74;58,38;117,57;51,56;218,9;121,56;72,19;138,19
Isole;Sardegna;OR;cap;3,5;24;16,17;15,9;23,25;4,5;18,5;25,83;15;24,51;4;28,75;22,83;19,85;24,83;7,99;27,5;29,54;24,92;27,22;6;24,14;15,5;19,17;16,81;5;27;16;13,94;20,67;3;19,75;19,17;15,86;7,58;2;29;20,83;22,11;16,49
Isole;Sardegna;OR;NonCap;11,75;21,8;32,26;49,09;78,46;19,08;31,83;35,53;36,68;84,3;11;34;38,17;29,27;92,47;17,11;34,99;47,08;39,96;107,39;13,67;27,25;46,83;48,72;82,26;12,57;43,79;43,15;31,92;86,62;5,28;28,56;30,01;35,69;73,65;16;106,9;44,6;42,83;106,04
Isole;Sardegna;SS;cap;34;95,43;88,21;54,81;53,82;30;113,33;99,54;69,12;47,49;32,33;77,73;81,79;66,59;44,69;36,28;108,5;113,82;68,17;45,56;38,71;81,67;92,06;61,36;32,75;23,94;98,56;80,88;66,51;51,99;23;84,67;89,51;60,51;42,67;49,12;101,74;76,49;75,43;57,88
Isole;Sardegna;SS;NonCap;248,95;528,59;266,11;144,97;187,32;296,78;556,87;275,02;173,16;210,47;189,96;439,24;238,45;141,92;180,67;269,39;558,89;291,69;179,67;234,29;259,54;539,18;257,82;156,43;162,5;250,04;537,27;270,2;151,08;218,68;182,68;448,49;230,5;138,1;178,89;276,3;622,98;316,66;173,71;210,42
Isole;Sicilia;AG;cap;32,5;39,17;38,5;49,83;37,72;11;48,67;43,74;37,67;43,39;10;33,43;42,41;40,25;34,34;12;26,84;47,36;44,84;36,64;20,88;29,88;37,19;40,33;17,78;21,91;35;49,99;34;31,84;24;34,67;45,07;27,73;26,58;10,73;38,25;40,3;41,14;42,55
Isole;Sicilia;AG;NonCap;159,01;171,71;188,51;155,75;163,88;115,77;195,67;188,86;157,6;149,02;132,09;188,72;174,24;170,22;182,19;144,68;210,18;221,35;152,31;196,01;62,26;140,59;165,86;140,18;145,28;106,46;185,26;159,03;171,06;173,71;134,92;180,36;198,3;166,52;155,16;111,04;198,01;178,37;191,1;190,58
Isole;Sicilia;CL;cap;17,5;31,5;40,8;43,25;28,8;21,91;37,45;39,62;48,85;24,23;20;21,17;28,72;33,5;12,83;39,66;47,33;31,33;34;26,9;35;38,5;32,09;36,88;22,47;25,5;27,5;49,38;36,26;29,96;19;29,65;34,9;36,71;31,2;20;44,97;53,42;55,31;32,67
Isole;Sicilia;CL;NonCap;107,19;116,88;91,78;82,02;61,85;75,9;128,39;111,7;89,15;84,19;113,48;113,18;99,91;97,71;83,52;98,88;128,52;122,88;115,01;93,16;113,43;103,74;104,72;95,99;72,58;85,86;133,98;102,92;81,72;83,04;85,67;140,9;107,73;93,29;72,33;120,55;121,2;136,78;107,26;90,76
Isole;Sicilia;CT;cap;105,88;211,73;237,36;174,98;123,38;124,4;256,78;284,54;202,11;146,86;120,78;216,68;249,63;175,54;150;146,92;303,24;283,24;215,73;160,53;97,84;221,98;261,47;177,84;138,64;103,7;225,37;273,8;208,72;138,87;114,97;235,33;241,1;168,96;123,04;130,26;286,51;294,61;255,62;164,58
Isole;Sicilia;CT;NonCap;131,06;301,55;488,77;425,42;397,47;150,81;377,86;509,32;403,31;406,83;123,84;307,43;471,22;380,27;378,11;161,48;411,56;549,66;455,94;470,19;115,38;325,74;435,49;380,05;363,48;133,8;358,55;478,23;408,29;430,92;156,21;369,36;459,87;378,59;413,51;154,79;414,63;507,14;447,96;434,79
Isole;Sicilia;EN;cap;7;11,25;9,11;14,5;6;3,5;14,5;15,75;15;8;7;11,75;11;22,34;6;3;6;22,89;19,67;15,83;9;12;25,55;19;13;5,5;11;16,83;14;11,1;6;8,21;18,14;14;10;9;10;5;12,43;14,52
Isole;Sicilia;EN;NonCap;38,14;59,67;53,17;47,26;46,23;43,42;43,09;62,48;49,12;61,17;32,56;56,85;68,62;50,2;67,76;50,5;86,86;91,87;66,72;71,13;31,5;55,19;50,94;52,3;48,01;31,69;65,27;70,57;60,71;42,82;34,17;66,09;61,11;46,09;47,85;42,58;70,59;65,03;61,23;68,34
Isole;Sicilia;ME;cap;45,74;165,61;163,58;119,8;81,95;55,89;157,72;184,53;128,92;86,67;40,25;163,76;162,44;103,97;94,61;51,35;212,8;190,55;158,47;96,74;45,47;170,02;159,07;112,53;79,61;33,07;188,17;170,39;123,82;78,38;36,68;158,15;141,12;106,42;72,88;53,22;232,8;196,17;140,79;90,71
Isole;Sicilia;ME;NonCap;107,14;271,1;224,4;146,27;120,9;137,92;329,96;236,18;161,87;144,07;112,47;229,5;197,59;118,37;138,11;127,45;340,11;248,08;182,15;164,41;112,67;265,53;193,59;162,11;135,7;116,71;310,52;224,6;166,66;149,64;101,7;274,6;215,45;170,68;143,77;156,17;419,86;268,28;175,03;184,39
Isole;Sicilia;PA;cap;188,09;341,84;450,03;369,83;259,15;162,77;396,31;488,81;380,82;291,08;146,64;309,35;373,92;315,82;236,41;225,85;437,22;435,03;353,42;301,57;176,34;351,33;385,19;332,07;265,42;209,8;431,33;440,72;381,66;271,37;162,28;329,24;372,61;348,14;269,31;210,57;435,96;453,45;417,39;285,67
Isole;Sicilia;PA;NonCap;131,6;347,49;335,06;290,97;281,31;156,11;347,83;355,2;289,09;295,31;112,85;324,37;301,28;256,39;225,8;186,58;409,37;389,02;307,2;371,69;161,61;319,11;322,74;257,23;250,89;157,89;353,16;385,35;278,7;258,17;153,43;329,3;373,1;270,77;276,32;183,67;360,7;395,95;300,78;345,78
Isole;Sicilia;RG;cap;21,6;62,22;58,17;51,42;42,39;19,54;76,17;73,67;66,12;62,33;14,78;45,79;52,53;44,26;42,83;25,09;59,66;87,44;56,25;43,2;13,42;45;52,42;59,34;58,57;12,02;65,51;60,75;77,5;58,03;17,15;57,49;64,42;63,16;45,32;39,52;82,08;63,36;73,81;58,05
Isole;Sicilia;RG;NonCap;59,14;141,18;174,37;109,57;105,09;48,63;160,67;171,1;137,22;105,56;35,46;155,47;141,81;118,54;99,43;51,53;169,56;174,48;125,88;136,83;70,3;157,59;151,87;107,19;113,51;61,14;152,72;172,79;121,32;135,21;63,62;130,28;126,99;126,45;112,57;83,61;231,26;185,45;137,46;146,27
Isole;Sicilia;SR;cap;38,75;99,34;79,43;91,99;74,97;38,01;99,37;108,73;91,5;80,12;30,67;100,13;101,25;90,04;88,62;53;118,04;102,2;117,54;79,88;32,35;107,69;104,13;92,61;71,59;46,69;95,34;107,45;93,13;90;31,3;102,18;94,27;91,4;76,89;47,6;138,69;112,72;102,63;93,38
Isole;Sicilia;SR;NonCap;59,08;178,16;184,23;113,96;133,67;86,26;192,05;157,72;157,23;146,38;79,05;151,14;149,5;133,59;119,65;92,11;196,14;202,91;143,67;135,99;67,75;149,44;159,79;147,97;128,59;74,7;233,46;206,95;149,02;134,01;84,67;151,58;149,45;140,3;134;94,72;225,39;189,54;158,72;149,15
Isole;Sicilia;TP;cap;32,06;48,95;34,6;44,96;24,33;25,9;40,96;50,17;50,78;27;24,73;39,08;33,85;39,67;27,17;30,61;53,22;44,33;42,67;40;37,11;46,14;33,61;50,84;27,22;36,23;59,49;46,32;48,19;27,76;34,83;43,82;44,61;26,42;26,33;36,13;66,53;31,52;44,44;47,3
Isole;Sicilia;TP;NonCap;61,46;181,68;201,27;182,5;204,17;57,67;198,07;209,21;192,15;203,2;43,78;182,94;183,35;174,09;192,38;59,41;205,26;226,39;194,79;257,11;57,42;185,76;202,68;195,14;183,6;70;199,07;199,54;213,45;253,81;63,23;128,58;171,61;182,71;215,66;89,96;234,68;204,71;190,08;234,35
